id year    education  sex nativeBorn    vocabulary age agegroup
19962601    1996    HS  Female  Yes 2   20  2
19962603    1996    <HS Male    Yes 2   73  6
19962605    1996    Bach    Male    Yes 5   56  5
19962607    1996    JC  Male    Yes 7   61  6
19962608    1996    Bach    Male    Yes 7   72  6
19962610    1996    Bach    Female  Yes 6   40  4
19962612    1996    HS  Male    Yes 2   25  2
19962613    1996    HS  Female  Yes 6   50  5
19962614    1996    HS  Female  Yes 5   23  2
19962618    1996    HS  Female  Yes 5   21  2
19962620    1996    HS  Female  Yes 5   82  6
19962622    1996    <HS Female  Yes 1   63  6
19962623    1996    <HS Female  Yes 2   71  6
19962624    1996    HS  Female  Yes 2   70  6
19962626    1996    HS  Female  Yes 4   32  3
19962630    1996    <HS Male    Yes 8   53  5
19962631    1996    HS  Female  Yes 7   57  5
19962632    1996    <HS Female  Yes 6   66  6
19962633    1996    HS  Female  Yes 3   21  2
19962634    1996    <HS Female  Yes 6   48  4
19962635    1996    Bach    Male    Yes 6   59  5
19962636    1996    HS  Female  Yes 6   36  3
19962637    1996    HS  Female  Yes 5   43  4
19962638    1996    HS  Female  Yes 6   31  3
19962641    1996    HS  Female  Yes 6   47  4
19962642    1996    Bach    Female  Yes 8   38  3
19962643    1996    HS  Female  Yes 5   61  6
19962645    1996    HS  Female  Yes 5   40  4
19962646    1996    HS  Female  Yes 6   44  4
19962647    1996    Bach    Male    Yes 6   59  5
19962650    1996    HS  Male    Yes 6   32  3
19962652    1996    HS  Female  Yes 3   25  2
19962655    1996    HS  Male    Yes 5   34  3
19962656    1996    <HS Male    Yes 5   29  2
19962657    1996    <HS Female  Yes 6   28  2
19962659    1996    <HS Female  Yes 5   58  5
19962660    1996    HS  Female  Yes 2   20  2
19962661    1996    <HS Female  Yes 2   41  4
19962663    1996    HS  Female  Yes 6   23  2
19962664    1996    <HS Male    Yes 2   63  6
19962665    1996    HS  Female  Yes 5   30  3
19962666    1996    Bach    Female  Yes 7   26  2
19962667    1996    HS  Female  Yes 6   39  3
19962670    1996    Bach    Female  Yes 7   38  3
19962671    1996    HS  Female  Yes 8   74  6
19962672    1996    Grad    Male    Yes 10  52  5
19962674    1996    Bach    Female  Yes 7   39  3
19962675    1996    Bach    Male    No  3   27  2
19962677    1996    HS  Male    No  10  56  5
19962679    1996    HS  Female  Yes 5   51  5
19962680    1996    HS  Female  Yes 5   74  6
19962682    1996    HS  Male    Yes 5   41  4
19962683    1996    HS  Male    Yes 7   53  5
19962684    1996    Bach    Female  Yes 8   46  4
19962686    1996    <HS Male    Yes 2   84  6
19962687    1996    HS  Male    Yes 5   69  6
19962688    1996    <HS Female  Yes 5   73  6
19962690    1996    <HS Female  Yes 2   71  6
19962691    1996    <HS Male    Yes 6   65  6
19962692    1996    <HS Male    Yes 4   24  2
19962695    1996    <HS Male    Yes 7   37  3
19962696    1996    <HS Female  Yes 2   73  6
19962698    1996    HS  Female  Yes 3   29  2
19962699    1996    <HS Female  Yes 4   39  3
19962700    1996    HS  Male    Yes 8   56  5
19962703    1996    HS  Female  Yes 4   48  4
19962704    1996    HS  Female  Yes 5   32  3
19962705    1996    Grad    Male    Yes 5   68  6
19962707    1996    <HS Male    Yes 3   34  3
19962708    1996    <HS Female  Yes 6   62  6
19962709    1996    HS  Female  Yes 4   27  2
19962710    1996    JC  Female  Yes 3   70  6
19962711    1996    HS  Male    Yes 6   54  5
19962712    1996    HS  Female  Yes 7   46  4
19962713    1996    <HS Male    Yes 7   19  2
19962714    1996    JC  Female  Yes 7   48  4
19962716    1996    Grad    Male    Yes 8   40  4
19962717    1996    HS  Female  Yes 8   61  6
19962720    1996    HS  Male    Yes 8   35  3
19962721    1996    HS  Female  Yes 5   25  2
19962723    1996    Bach    Female  Yes 6   34  3
19962724    1996    HS  Female  Yes 4   59  5
19962726    1996    HS  Male    Yes 2   52  5
19962727    1996    Bach    Male    Yes 8   38  3
19962728    1996    <HS Male    Yes 3   51  5
19962730    1996    HS  Female  Yes 7   33  3
19962731    1996    JC  Female  Yes 6   36  3
19962732    1996    <HS Male    Yes 3   65  6
19962733    1996    HS  Female  Yes 3   39  3
19962734    1996    <HS Male    Yes 4   70  6
19962735    1996    <HS Female  Yes 5   25  2
19962736    1996    <HS Female  No  5   44  4
19962737    1996    HS  Male    Yes 3   49  4
19962738    1996    HS  Male    Yes 6   39  3
19962739    1996    Bach    Male    Yes 5   39  3
19962740    1996    HS  Female  Yes 4   49  4
19962741    1996    HS  Male    Yes 5   51  5
19962742    1996    HS  Female  Yes 5   22  2
19962743    1996    HS  Female  Yes 5   69  6
19962744    1996    HS  Male    Yes 5   23  2
19962745    1996    <HS Female  Yes 0   37  3
19962746    1996    HS  Female  Yes 6   74  6
19962749    1996    HS  Female  Yes 7   60  6
19962750    1996    HS  Male    Yes 5   78  6
19962751    1996    HS  Female  Yes 6   30  3
19962754    1996    HS  Female  Yes 7   67  6
19962755    1996    HS  Female  Yes 2   26  2
19962756    1996    Bach    Female  Yes 10  40  4
19962757    1996    HS  Male    Yes 6   30  3
19962758    1996    HS  Male    Yes 10  37  3
19962759    1996    HS  Male    Yes 7   40  4
19962762    1996    <HS Female  Yes 5   19  2
19962763    1996    <HS Male    Yes 0   60  6
19962765    1996    Bach    Female  Yes 8   70  6
19962768    1996    HS  Female  Yes 6   58  5
19962769    1996    HS  Female  Yes 5   25  2
19962770    1996    Bach    Female  Yes 7   34  3
19962771    1996    HS  Female  Yes 6   23  2
19962772    1996    HS  Female  Yes 6   34  3
19962777    1996    HS  Female  Yes 9   54  5
19962778    1996    HS  Female  Yes 6   34  3
19962779    1996    HS  Male    Yes 4   50  5
19962780    1996    <HS Female  Yes 2   54  5
19962781    1996    <HS Female  Yes 2   45  4
19962783    1996    HS  Female  Yes 3   19  2
19962784    1996    <HS Female  Yes 5   50  5
19962789    1996    HS  Male    No  10  22  2
19962790    1996    Bach    Female  Yes 6   30  3
19962791    1996    HS  Male    Yes 8   29  2
19962793    1996    HS  Female  Yes 8   25  2
19962796    1996    HS  Male    Yes 6   25  2
19962797    1996    JC  Male    No  8   36  3
19962798    1996    Bach    Female  Yes 10  52  5
19962800    1996    HS  Female  Yes 6   21  2
19962801    1996    HS  Male    Yes 6   27  2
19962802    1996    HS  Male    Yes 6   32  3
19962803    1996    HS  Female  Yes 7   24  2
19962805    1996    Bach    Female  Yes 8   43  4
19962806    1996    <HS Female  Yes 2   19  2
19962807    1996    JC  Female  Yes 6   44  4
19962808    1996    HS  Male    Yes 4   25  2
19962812    1996    HS  Female  Yes 4   24  2
19962813    1996    <HS Female  Yes 5   18  2
19962814    1996    Bach    Female  Yes 7   38  3
19962815    1996    HS  Female  Yes 6   59  5
19962816    1996    HS  Female  Yes 8   70  6
19962818    1996    HS  Female  Yes 6   41  4
19962820    1996    HS  Female  Yes 10  48  4
19962822    1996    Bach    Female  Yes 7   37  3
19962823    1996    HS  Male    Yes 6   48  4
19962824    1996    JC  Male    Yes 6   26  2
19962825    1996    HS  Female  Yes 2   77  6
19962826    1996    Grad    Female  Yes 7   42  4
19962827    1996    Bach    Male    Yes 6   69  6
19962831    1996    JC  Male    Yes 8   34  3
19962832    1996    HS  Male    Yes 7   57  5
19962833    1996    HS  Male    Yes 7   40  4
19962836    1996    HS  Female  Yes 8   42  4
19962837    1996    HS  Female  Yes 6   44  4
19962838    1996    HS  Male    Yes 6   41  4
19962839    1996    <HS Male    Yes 8   19  2
19962841    1996    <HS Female  Yes 6   55  5
19962844    1996    HS  Male    Yes 7   42  4
19962845    1996    HS  Female  Yes 9   36  3
19962847    1996    HS  Male    No  4   38  3
19962853    1996    HS  Female  Yes 5   28  2
19962854    1996    HS  Female  Yes 6   74  6
19962855    1996    <HS Male    Yes 5   39  3
19962857    1996    HS  Male    Yes 5   56  5
19962859    1996    HS  Female  Yes 10  39  3
19962861    1996    HS  Male    Yes 5   60  6
19962863    1996    HS  Female  Yes 5   51  5
19962865    1996    HS  Male    Yes 6   66  6
19962868    1996    HS  Female  Yes 9   75  6
19962869    1996    HS  Female  Yes 4   76  6
19962870    1996    JC  Female  Yes 9   48  4
19962871    1996    <HS Female  Yes 6   70  6
19962872    1996    JC  Female  Yes 8   46  4
19962874    1996    HS  Female  Yes 7   56  5
19962875    1996    Grad    Male    Yes 9   54  5
19962876    1996    Grad    Female  Yes 6   47  4
19962878    1996    <HS Male    Yes 1   74  6
19962882    1996    JC  Male    Yes 7   30  3
19962883    1996    HS  Male    Yes 8   29  2
19962884    1996    HS  Male    Yes 7   47  4
19962886    1996    Bach    Male    Yes 7   25  2
19962887    1996    HS  Female  Yes 3   52  5
19962889    1996    HS  Male    Yes 6   24  2
19962891    1996    HS  Female  Yes 7   62  6
19962892    1996    HS  Female  Yes 5   24  2
19962893    1996    HS  Male    Yes 6   29  2
19962894    1996    HS  Female  Yes 8   43  4
19962895    1996    HS  Female  No  3   29  2
19962897    1996    Bach    Male    Yes 8   35  3
19962899    1996    HS  Female  Yes 5   31  3
19962900    1996    <HS Male    Yes 6   37  3
19962901    1996    HS  Female  Yes 6   42  4
19962902    1996    HS  Male    Yes 3   40  4
19962904    1996    HS  Female  Yes 9   33  3
19980005    1998    Bach    Female  Yes 7   35  3
19980006    1998    Bach    Male    Yes 5   33  3
19980007    1998    HS  Male    Yes 7   43  4
19980010    1998    JC  Male    Yes 6   45  4
19980011    1998    HS  Male    Yes 6   29  2
19980013    1998    HS  Female  Yes 0   32  3
19980019    1998    <HS Male    Yes 1   43  4
19980021    1998    Bach    Male    Yes 6   42  4
19980025    1998    Bach    Female  Yes 9   81  6
19980026    1998    Bach    Male    Yes 9   65  6
19980028    1998    HS  Female  Yes 10  36  3
19980029    1998    HS  Female  Yes 9   48  4
19980031    1998    Bach    Male    Yes 7   59  5
19980034    1998    HS  Female  Yes 10  56  5
19980037    1998    Bach    Female  No  9   50  5
19980041    1998    Bach    Female  Yes 6   50  5
19980044    1998    <HS Female  Yes 10  19  2
19980046    1998    Bach    Female  Yes 10  56  5
19980047    1998    Bach    Male    Yes 9   57  5
19980050    1998    Bach    Male    Yes 4   25  2
19980052    1998    Bach    Male    No  2   30  3
19980053    1998    HS  Male    Yes 4   24  2
19980054    1998    HS  Female  Yes 4   41  4
19980056    1998    Bach    Male    Yes 10  60  6
19980060    1998    <HS Female  Yes 4   81  6
19980061    1998    Bach    Female  Yes 8   38  3
19980064    1998    <HS Female  Yes 3   86  6
19980065    1998    <HS Female  Yes 7   73  6
19980067    1998    <HS Female  Yes 7   50  5
19980068    1998    HS  Female  Yes 3   29  2
19980070    1998    HS  Female  Yes 0   74  6
19980072    1998    Grad    Female  Yes 6   48  4
19980073    1998    Grad    Female  Yes 5   52  5
19980074    1998    HS  Female  Yes 6   51  5
19980076    1998    HS  Male    Yes 8   64  6
19980077    1998    HS  Female  Yes 9   44  4
19980080    1998    HS  Male    Yes 6   34  3
19980082    1998    HS  Female  Yes 4   46  4
19980084    1998    HS  Male    No  5   35  3
19980088    1998    Bach    Male    Yes 10  51  5
19980089    1998    Grad    Female  Yes 9   64  6
19980090    1998    Grad    Male    No  9   33  3
19980092    1998    Bach    Male    Yes 9   69  6
19980094    1998    Bach    Female  Yes 7   42  4
19980097    1998    Bach    Female  No  10  71  6
19980099    1998    Bach    Female  Yes 8   48  4
19980100    1998    HS  Female  Yes 6   72  6
19980103    1998    HS  Male    Yes 3   21  2
19980107    1998    HS  Female  Yes 10  41  4
19980113    1998    HS  Female  Yes 7   19  2
19980116    1998    HS  Male    Yes 6   40  4
19980118    1998    HS  Male    Yes 7   56  5
19980119    1998    Bach    Female  Yes 8   54  5
19980120    1998    HS  Female  Yes 7   29  2
19980121    1998    Bach    Male    Yes 7   23  2
19980126    1998    <HS Male    Yes 5   55  5
19980127    1998    <HS Female  Yes 5   67  6
19980130    1998    HS  Male    Yes 5   71  6
19980131    1998    HS  Male    Yes 8   74  6
19980134    1998    HS  Male    Yes 6   49  4
19980137    1998    HS  Female  Yes 7   42  4
19980138    1998    <HS Female  Yes 8   55  5
19980139    1998    HS  Female  Yes 7   80  6
19980145    1998    HS  Female  Yes 7   61  6
19980146    1998    <HS Male    Yes 5   34  3
19980148    1998    JC  Female  Yes 8   37  3
19980152    1998    HS  Female  Yes 6   48  4
19980155    1998    <HS Male    Yes 4   37  3
19980156    1998    HS  Female  Yes 7   52  5
19980160    1998    HS  Male    Yes 9   43  4
19980163    1998    Bach    Male    Yes 2   48  4
19980164    1998    <HS Male    Yes 5   48  4
19980165    1998    HS  Female  Yes 8   53  5
19980166    1998    HS  Female  Yes 8   67  6
19980167    1998    JC  Male    Yes 9   40  4
19980169    1998    HS  Male    Yes 6   25  2
19980170    1998    HS  Female  Yes 9   35  3
19980171    1998    HS  Male    Yes 4   33  3
19980173    1998    HS  Female  Yes 6   70  6
19980174    1998    HS  Female  Yes 7   69  6
19980175    1998    HS  Male    Yes 7   20  2
19980181    1998    HS  Male    Yes 10  42  4
19980185    1998    Bach    Male    No  9   59  5
19980186    1998    Grad    Male    Yes 7   44  4
19980187    1998    Grad    Female  Yes 8   44  4
19980188    1998    Bach    Female  Yes 8   35  3
19980190    1998    Grad    Female  Yes 9   43  4
19980194    1998    Grad    Male    Yes 10  44  4
19980197    1998    HS  Female  Yes 5   35  3
19980200    1998    HS  Female  Yes 6   36  3
19980201    1998    JC  Female  Yes 6   31  3
19980202    1998    JC  Male    No  6   45  4
19980205    1998    Bach    Female  Yes 8   34  3
19980206    1998    HS  Female  Yes 5   35  3
19980207    1998    HS  Female  No  7   61  6
19980208    1998    Grad    Female  Yes 6   36  3
19980209    1998    Bach    Male    Yes 8   24  2
19980214    1998    HS  Female  Yes 6   59  5
19980215    1998    HS  Female  Yes 4   29  2
19980218    1998    Bach    Male    No  3   38  3
19980223    1998    Bach    Male    Yes 9   55  5
19980224    1998    HS  Female  Yes 8   52  5
19980225    1998    HS  Male    Yes 7   37  3
19980226    1998    HS  Female  No  7   35  3
19980234    1998    HS  Male    Yes 6   79  6
19980237    1998    HS  Male    Yes 6   35  3
19980238    1998    JC  Female  No  7   45  4
19980239    1998    <HS Female  Yes 6   55  5
19980240    1998    HS  Female  Yes 7   61  6
19980244    1998    Bach    Male    No  9   40  4
19980246    1998    HS  Male    Yes 4   50  5
19980249    1998    HS  Male    Yes 6   57  5
19980253    1998    HS  Male    Yes 4   29  2
19980255    1998    HS  Female  Yes 7   29  2
19980257    1998    JC  Female  No  7   48  4
19980261    1998    HS  Male    Yes 5   71  6
19980263    1998    HS  Male    No  0   33  3
19980264    1998    HS  Female  Yes 4   61  6
19980267    1998    HS  Male    Yes 6   55  5
19980268    1998    HS  Female  Yes 4   29  2
19980278    1998    HS  Male    Yes 5   44  4
19980281    1998    HS  Female  No  6   39  3
19980287    1998    HS  Female  Yes 5   46  4
19980288    1998    HS  Female  Yes 6   39  3
19980289    1998    HS  Male    Yes 5   40  4
19980291    1998    <HS Female  Yes 6   34  3
19980293    1998    HS  Female  Yes 6   41  4
19980297    1998    <HS Female  Yes 10  44  4
19980300    1998    HS  Female  Yes 6   44  4
19980302    1998    HS  Female  Yes 5   65  6
19980303    1998    HS  Female  Yes 5   25  2
19980304    1998    HS  Female  Yes 9   60  6
19980306    1998    Grad    Male    Yes 10  38  3
19980307    1998    HS  Male    Yes 9   52  5
19980311    1998    Grad    Male    Yes 6   37  3
19980313    1998    Grad    Female  Yes 10  47  4
19980314    1998    <HS Male    No  4   46  4
19980316    1998    Grad    Female  Yes 10  49  4
19980318    1998    Grad    Male    No  6   27  2
19980319    1998    HS  Male    Yes 5   28  2
19980320    1998    JC  Female  Yes 5   28  2
19980321    1998    Grad    Female  Yes 9   48  4
19980322    1998    Bach    Male    Yes 10  51  5
19980324    1998    Grad    Female  Yes 10  55  5
19980327    1998    Bach    Male    No  3   55  5
19980328    1998    HS  Female  Yes 10  46  4
19980329    1998    HS  Male    Yes 7   35  3
19980330    1998    Bach    Male    Yes 6   60  6
19980335    1998    HS  Female  Yes 6   34  3
19980336    1998    Bach    Male    Yes 7   36  3
19980338    1998    HS  Female  Yes 8   46  4
19980339    1998    HS  Female  Yes 6   44  4
19980343    1998    HS  Female  Yes 7   62  6
19980345    1998    Bach    Male    Yes 6   36  3
19980352    1998    Bach    Male    Yes 7   39  3
19980354    1998    JC  Male    Yes 7   38  3
19980355    1998    Grad    Male    Yes 10  53  5
19980356    1998    <HS Male    Yes 3   24  2
19980357    1998    HS  Male    Yes 9   23  2
19980358    1998    <HS Female  Yes 8   70  6
19980363    1998    HS  Female  Yes 6   39  3
19980369    1998    Grad    Male    Yes 0   38  3
19980370    1998    Bach    Female  Yes 6   43  4
19980373    1998    Bach    Male    Yes 7   48  4
19980380    1998    Grad    Male    Yes 8   72  6
19980381    1998    JC  Female  Yes 7   62  6
19980382    1998    HS  Female  Yes 7   40  4
19980383    1998    HS  Male    No  4   20  2
19980385    1998    HS  Female  Yes 8   48  4
19980386    1998    JC  Male    Yes 7   33  3
19980387    1998    Bach    Female  Yes 8   40  4
19980390    1998    Bach    Male    No  3   33  3
19980393    1998    Bach    Male    No  3   42  4
19980398    1998    HS  Female  No  1   45  4
19980401    1998    Grad    Male    No  9   51  5
19980402    1998    HS  Female  Yes 4   25  2
19980408    1998    JC  Female  Yes 8   36  3
19980409    1998    HS  Male    Yes 6   37  3
19980411    1998    HS  Male    Yes 5   41  4
19980412    1998    HS  Female  Yes 5   29  2
19980416    1998    Bach    Male    Yes 9   55  5
19980420    1998    HS  Female  Yes 8   54  5
19980421    1998    HS  Female  Yes 5   27  2
19980424    1998    HS  Male    Yes 7   24  2
19980425    1998    HS  Male    Yes 6   66  6
19980426    1998    HS  Male    Yes 8   20  2
19980430    1998    <HS Female  No  8   40  4
19980433    1998    HS  Female  No  6   27  2
19980436    1998    HS  Female  Yes 4   60  6
19980438    1998    HS  Female  Yes 3   41  4
19980439    1998    HS  Male    Yes 5   26  2
19980440    1998    JC  Female  No  5   40  4
19980445    1998    HS  Female  No  8   60  6
19980448    1998    Bach    Female  Yes 7   25  2
19980451    1998    HS  Female  Yes 4   19  2
19980452    1998    HS  Female  Yes 5   35  3
19980453    1998    Bach    Female  Yes 8   51  5
19980458    1998    HS  Female  Yes 6   67  6
19980459    1998    Bach    Male    Yes 5   40  4
19980462    1998    JC  Male    Yes 7   42  4
19980463    1998    HS  Male    Yes 6   23  2
19980464    1998    JC  Female  Yes 7   36  3
19980470    1998    HS  Female  Yes 6   41  4
19980471    1998    Bach    Female  Yes 10  62  6
19980473    1998    HS  Female  Yes 8   85  6
19980475    1998    Grad    Male    Yes 6   71  6
19980480    1998    Bach    Male    Yes 9   51  5
19980481    1998    Bach    Female  Yes 8   28  2
19980483    1998    HS  Female  Yes 8   32  3
19980485    1998    Grad    Male    Yes 9   30  3
19980486    1998    <HS Female  No  1   45  4
19980487    1998    HS  Female  No  6   28  2
19980489    1998    Bach    Male    No  5   37  3
19980493    1998    HS  Female  Yes 7   89  6
19980495    1998    <HS Male    Yes 6   63  6
19980498    1998    Grad    Female  Yes 7   28  2
19980499    1998    Grad    Female  Yes 10  70  6
19980502    1998    HS  Female  Yes 4   53  5
19980505    1998    HS  Female  Yes 6   34  3
19980509    1998    HS  Female  Yes 6   39  3
19980514    1998    <HS Male    No  3   26  2
19980515    1998    <HS Female  No  4   73  6
19980519    1998    Bach    Male    No  3   36  3
19980522    1998    HS  Female  No  7   32  3
19980524    1998    Bach    Female  Yes 9   34  3
19980528    1998    JC  Female  Yes 6   25  2
19980529    1998    Grad    Female  Yes 10  40  4
19980531    1998    Bach    Male    No  8   26  2
19980532    1998    Bach    Male    Yes 6   34  3
19980534    1998    HS  Male    Yes 6   65  6
19980535    1998    Bach    Male    No  3   32  3
19980536    1998    HS  Male    No  5   54  5
19980541    1998    HS  Female  Yes 4   30  3
19980544    1998    HS  Female  Yes 6   37  3
19980547    1998    <HS Male    Yes 2   29  2
19980550    1998    <HS Female  No  3   53  5
19980551    1998    Bach    Male    Yes 5   82  6
19980554    1998    Bach    Male    Yes 8   64  6
19980555    1998    HS  Female  Yes 8   55  5
19980557    1998    Grad    Female  Yes 9   36  3
19980560    1998    Bach    Female  Yes 7   35  3
19980562    1998    <HS Female  Yes 6   19  2
19980563    1998    Bach    Female  No  6   30  3
19980568    1998    HS  Female  Yes 8   30  3
19980572    1998    Bach    Female  Yes 10  30  3
19980574    1998    HS  Male    Yes 5   38  3
19980577    1998    HS  Female  Yes 5   35  3
19980578    1998    HS  Male    Yes 6   19  2
19980579    1998    HS  Female  Yes 5   30  3
19980582    1998    HS  Female  Yes 6   44  4
19980584    1998    <HS Female  Yes 3   31  3
19980585    1998    HS  Female  Yes 7   60  6
19980588    1998    HS  Female  Yes 10  88  6
19980590    1998    HS  Male    No  7   25  2
19980591    1998    JC  Male    No  10  37  3
19980593    1998    HS  Female  Yes 9   55  5
19980595    1998    Bach    Male    Yes 8   33  3
19980596    1998    Bach    Female  Yes 6   30  3
19980597    1998    HS  Male    Yes 7   57  5
19980600    1998    HS  Female  Yes 6   60  6
19980604    1998    HS  Male    Yes 5   31  3
19980605    1998    JC  Male    Yes 2   34  3
19980606    1998    HS  Male    Yes 6   45  4
19980607    1998    HS  Female  Yes 5   81  6
19980609    1998    HS  Male    Yes 6   51  5
19980611    1998    HS  Female  Yes 5   21  2
19980615    1998    HS  Male    Yes 8   27  2
19980616    1998    Bach    Female  Yes 7   76  6
19980619    1998    HS  Female  Yes 4   34  3
19980620    1998    HS  Female  Yes 6   33  3
19980621    1998    Bach    Male    Yes 7   45  4
19980622    1998    <HS Male    Yes 2   80  6
19980623    1998    HS  Male    Yes 7   83  6
19980624    1998    Bach    Male    Yes 8   68  6
19980630    1998    Bach    Female  No  3   34  3
19980631    1998    HS  Male    Yes 6   49  4
19980633    1998    Bach    Female  Yes 6   60  6
19980636    1998    Grad    Male    No  6   36  3
19980638    1998    HS  Female  Yes 8   55  5
19980639    1998    <HS Female  Yes 6   26  2
19980640    1998    HS  Female  No  0   19  2
19980642    1998    HS  Female  Yes 4   28  2
19980645    1998    HS  Female  No  2   36  3
19980647    1998    HS  Female  Yes 6   42  4
19980651    1998    HS  Female  Yes 6   55  5
19980653    1998    <HS Female  Yes 9   39  3
19980654    1998    HS  Female  Yes 6   78  6
19980655    1998    HS  Female  Yes 4   27  2
19980661    1998    HS  Female  Yes 6   89  6
19980663    1998    HS  Male    Yes 8   22  2
19980667    1998    Bach    Male    Yes 9   24  2
19980669    1998    Bach    Female  No  6   27  2
19980670    1998    HS  Female  Yes 6   26  2
19980675    1998    HS  Female  Yes 5   54  5
19980676    1998    HS  Male    Yes 8   62  6
19980677    1998    <HS Male    Yes 5   62  6
19980678    1998    HS  Male    Yes 6   45  4
19980680    1998    HS  Female  Yes 4   49  4
19980681    1998    HS  Female  Yes 6   37  3
19980683    1998    HS  Female  Yes 6   49  4
19980684    1998    Bach    Male    Yes 6   40  4
19980687    1998    HS  Female  Yes 5   50  5
19980689    1998    Bach    Female  Yes 6   46  4
19980692    1998    <HS Female  Yes 3   57  5
19980696    1998    HS  Female  Yes 8   85  6
19980699    1998    HS  Male    Yes 6   39  3
19980702    1998    HS  Male    Yes 5   45  4
19980703    1998    <HS Female  Yes 6   68  6
19980704    1998    HS  Male    Yes 4   20  2
19980708    1998    Bach    Female  Yes 10  53  5
19980711    1998    Bach    Female  Yes 6   23  2
19980715    1998    Bach    Male    Yes 5   55  5
19980716    1998    Bach    Female  Yes 8   34  3
19980718    1998    Grad    Female  Yes 7   53  5
19980721    1998    JC  Female  Yes 7   38  3
19980724    1998    <HS Male    Yes 4   82  6
19980725    1998    Bach    Female  Yes 7   36  3
19980727    1998    HS  Female  Yes 7   58  5
19980729    1998    HS  Male    Yes 4   41  4
19980730    1998    HS  Female  Yes 9   87  6
19980732    1998    <HS Female  Yes 4   61  6
19980733    1998    HS  Female  Yes 10  67  6
19980734    1998    HS  Female  Yes 10  57  5
19980736    1998    HS  Male    Yes 5   49  4
19980738    1998    <HS Male    Yes 4   64  6
19980740    1998    Grad    Male    No  10  44  4
19980741    1998    Bach    Female  Yes 9   56  5
19980742    1998    Bach    Male    Yes 9   40  4
19980743    1998    Bach    Female  Yes 10  33  3
19980750    1998    Bach    Male    Yes 9   55  5
19980751    1998    HS  Female  Yes 6   69  6
19980753    1998    Bach    Male    Yes 6   23  2
19980755    1998    HS  Female  Yes 7   25  2
19980756    1998    JC  Female  Yes 6   75  6
19980761    1998    JC  Female  Yes 8   37  3
19980762    1998    Grad    Male    Yes 8   32  3
19980765    1998    HS  Female  Yes 7   87  6
19980766    1998    HS  Male    Yes 4   60  6
19980768    1998    Bach    Female  Yes 7   40  4
19980770    1998    Bach    Male    Yes 7   34  3
19980771    1998    JC  Male    Yes 8   38  3
19980773    1998    HS  Male    Yes 8   33  3
19980775    1998    HS  Male    Yes 7   36  3
19980778    1998    <HS Male    Yes 5   70  6
19980779    1998    Bach    Female  Yes 10  51  5
19980785    1998    <HS Female  Yes 4   71  6
19980788    1998    <HS Male    Yes 4   72  6
19980789    1998    <HS Female  Yes 3   55  5
19980791    1998    Bach    Female  Yes 9   61  6
19980793    1998    HS  Female  Yes 6   20  2
19980795    1998    HS  Female  Yes 7   73  6
19980796    1998    <HS Female  Yes 5   72  6
19980797    1998    HS  Male    Yes 7   22  2
19980801    1998    <HS Female  Yes 1   68  6
19980802    1998    HS  Male    Yes 2   24  2
19980805    1998    <HS Male    Yes 4   39  3
19980807    1998    HS  Male    Yes 5   28  2
19980808    1998    <HS Female  Yes 3   32  3
19980811    1998    Bach    Female  Yes 9   52  5
19980813    1998    Bach    Male    Yes 8   41  4
19980815    1998    HS  Female  Yes 8   70  6
19980819    1998    Grad    Male    Yes 9   39  3
19980820    1998    Grad    Female  Yes 9   58  5
19980823    1998    HS  Female  Yes 7   61  6
19980825    1998    HS  Female  Yes 7   65  6
19980826    1998    Grad    Male    Yes 10  39  3
19980828    1998    HS  Female  Yes 10  70  6
19980829    1998    Bach    Male    Yes 9   79  6
19980830    1998    <HS Male    Yes 6   74  6
19980831    1998    Grad    Female  Yes 5   38  3
19980832    1998    Grad    Male    Yes 9   79  6
19980835    1998    HS  Male    Yes 6   84  6
19980838    1998    HS  Female  Yes 8   73  6
19980842    1998    Bach    Female  Yes 10  39  3
19980844    1998    HS  Female  Yes 5   78  6
19980845    1998    HS  Female  Yes 6   75  6
19980848    1998    HS  Male    Yes 6   30  3
19980851    1998    HS  Male    Yes 5   26  2
19980852    1998    HS  Female  Yes 7   22  2
19980853    1998    Bach    Female  Yes 7   37  3
19980858    1998    <HS Female  Yes 1   80  6
19980862    1998    HS  Female  Yes 3   74  6
19980863    1998    <HS Male    Yes 4   54  5
19980867    1998    Bach    Female  No  10  43  4
19980869    1998    <HS Female  Yes 6   67  6
19980871    1998    HS  Female  Yes 6   19  2
19980872    1998    HS  Female  Yes 7   51  5
19980874    1998    Grad    Female  Yes 6   35  3
19980875    1998    <HS Male    Yes 5   75  6
19980876    1998    <HS Male    Yes 6   19  2
19980881    1998    HS  Female  Yes 9   53  5
19980882    1998    HS  Male    Yes 6   23  2
19980883    1998    HS  Male    Yes 6   47  4
19980885    1998    <HS Female  Yes 4   76  6
19980886    1998    HS  Female  Yes 6   67  6
19980890    1998    HS  Male    Yes 1   29  2
19980892    1998    <HS Female  Yes 4   62  6
19980895    1998    HS  Male    Yes 6   47  4
19980896    1998    <HS Male    Yes 3   40  4
19980897    1998    Bach    Male    Yes 1   48  4
19980902    1998    HS  Male    Yes 7   55  5
19980903    1998    HS  Male    Yes 3   33  3
19980906    1998    <HS Male    Yes 1   50  5
19980909    1998    HS  Female  Yes 7   66  6
19980911    1998    Bach    Male    Yes 5   45  4
19980912    1998    HS  Female  Yes 5   39  3
